prefix,year,month,sec_number,suffix,product_id,so_detail_id,target_unit_yield,actual_unit_yield,retentions,total_shippable_product,doc,batch_printed,bpr_printed,exp_date,exp_type
,22,09,128,,9,114,748,744,NULL,NULL,"{""_id"": ""2209128"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,09,129,,9,115,792,784,NULL,NULL,"{""_id"": ""2209129"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,09,130,,9,116,1022,1022,NULL,NULL,"{""_id"": ""2209130"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,09,131,,43,117,5110,4620,NULL,NULL,"{""_id"": ""2209131"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,09,132,,99,118,800,775,NULL,NULL,"{""_id"": ""2209132"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,09,133,,56,120,450,455,NULL,NULL,"{""_id"": ""2209133"", ""production"":[{""process_name"": ""batch"",""start_datetime"": ""2022-10-04 11:00:00"",""end_datetime"": ""2022-10-04 14:15:00"",""end_reason"": ""finished"",""duration"": ""3:15:00"",""user_ids"": [5,8],""batch_target_kilos"": 197.03,""batch_upper_tolerance"":198.29,""batch_lower_tolerance"":195.71,""batch_actual_kilos"":197.35,""difference_kilos"":-0.32,""percent_difference"":0.16,""batched_overage_kilos"": 3.53,""batched_overage_percent"": 1.79,""float_of_barrels"":2.0,""barrel_breakdown"":[{""barrel_number"":1,""gross_kilos"":109.95,""tare_kilos"":8.90,""net_kilos"":101.05},{""barrel_number"":2,""gross_kilos"":105.35,""tare_kilos"":9.05,""net_kilos"":96.30}]},{""process_name"": ""screen"",""start_datetime"": ""2022-10-04 18:15:00"",""end_datetime"": ""2022-10-04 18:40:00"",""end_reason"": ""finished"",""duration"": ""0:25:00"",""user_ids"": [7],""mesh_size"":""60"",""starting_kilos"":197.35, ""screen_upper_tolerance"":198.29,""screen_lower_tolerance"":195.71, ""screen_actual_kilos"":197.25,""difference_kilos"":"""",""percent_difference"":"""",""float_of_barrels"":1.75,""barrel_breakdown"":[]},{""process_name"": ""grind"",""start_datetime"": ""2022-10-04 18:50:00"",""end_datetime"": ""2022-10-04 19:35:00"",""end_reason"": ""finished"",""duration"": ""0:45:00"",""user_ids"": [7],""starting_kilos"":"""",""grind_upper_tolerance"":"""",""grind_lower_tolerance"":"""",""grind_actual_kilos"":"""",""difference_kilos"": """",""percent_difference"": """",""float_of_barrels"": 0.25,""barrel_breakdown"": []},{""process_name"": ""screen"",""start_datetime"": ""2022-10-04 19:40:00"",""end_datetime"": ""2022-10-04 19:50:00"",""end_reason"": ""finished"",""duration"": ""0:10:00"",""user_ids"": [7],""mesh_size"":""60"",""starting_kilos"":197.35, ""screen_upper_tolerance"":198.29,""screen_lower_tolerance"":195.71, ""screen_actual_kilos"":197.25,""difference_kilos"":0.1,""percent_difference"":0.05,""float_of_barrels"":0.25,""barrel_breakdown"":[{""barrel_number"":1,""gross_kilos"":106.45,""tare_kilos"":8.90,""net_kilos"":97.55},{""barrel_number"":2,""gross_kilos"":108.75,""tare_kilos"":9.05,""net_kilos"":99.70}]},{""process_name"": ""blend"",""start_datetime"": ""2022-10-12 10:10:00"",""end_datetime"": ""2022-10-12 11:00:00"",""end_reason"": ""finished"",""duration"": ""0:50:00"",""user_ids"": [7],""blend_durration"":""00:20:00"",""starting_kilos"":197.10, ""blend_upper_tolerance"":198.29,""blend_lower_tolerance"":195.71, ""blend_actual_kilos"":197.1,""difference_kilos"":0.15,""percent_difference"":0.07,""float_of_barrels"":2.0,""barrel_breakdown"":[{""barrel_number"":1,""gross_kilos"":115.25,""tare_kilos"":8.90,""net_kilos"":106.35},{""barrel_number"":2,""gross_kilos"":99.80,""tare_kilos"":9.05,""net_kilos"":90.75}]},{""process_name"": ""powder_fill_pouch"",""start_datetime"": ""2022-10-24 11:15:00"",""end_datetime"": ""2022-10-24 12:30:00"",""end_reason"": ""lunch"",""duration"": ""1:15:00"",""user_ids"": [6,5,8,9,10],""pouch_id"": """",""scoop_id"": """",""dessicant_id"": """",""kilos_filled"": 134.16,""target_fill_grams"": 430,""target_min_grams"": 428,""target_max_grams"": 432,""sample_average_grams"": 430,""target_units_filled"":450, ""units_filled_upper_tolerance"":460,""units_filled_lower_tolerance"":453 ,""units_filled"": 312},{""process_name"": ""label"",""start_datetime"": ""2022-10-24 11:15:00"",""end_datetime"": ""2022-10-24 12:30:00"",""end_reason"": ""lunch"",""duration"": ""1:15:00"",""user_ids"": [6,5,8,9,10],""label_id"": """",""sticker_id"": """",""exp_date"": """",""best_by_date"": """",""lot_date_placement"": """",""labels_pulled_from_inventory"": """",""labels_used"": """",""labels_returned"": """",""labels_destroyed"": """"}, {""process_name"": ""package"",""start_datetime"": ""2022-10-24 11:15:00"",""end_datetime"": ""2022-10-24 12:30:00"",""end_reason"": ""lunch"",""duration"": ""1:15:00"",""user_ids"": [6,5,8,9,10],""individual_packaging_components"": []},{""process_name"": ""palletize"",""start_datetime"": ""2022-10-24 11:15:00"",""end_datetime"": ""2022-10-24 12:30:00"",""end_reason"": ""lunch"",""duration"": ""1:15:00"",""user_ids"": [6,5,8,9,10],""shipping_stickers"": 0,""box_id"": """",""new_box"": 1,""used_box"": 0,""pack_count"": """",""pallet_height"": """",""boxes_per_pallet"": """"},{""process_name"": ""powder_fill_pouch"",""start_datetime"": ""2022-10-24 13:00:00"",""end_datetime"": ""2022-10-24 13:50:00"",""end_reason"": ""finished"",""duration"": ""0:50:00"",""user_ids"": [6,5,8,9],""pouch_id"": """",""scoop_id"": """",""dessicant_id"": """",""kilos_filled"": 61.92,""target_fill_grams"": 430,""target_min_grams"": 428,""target_max_grams"": 432,""sample_average_grams"": 429,""target_units_filled"":450, ""units_filled_upper_tolerance"":460,""units_filled_lower_tolerance"":453 ,""units_filled"": 144}, {""process_name"": ""label"",""start_datetime"": ""2022-10-24 13:00:00"",""end_datetime"": ""2022-10-24 13:50:00"",""end_reason"": ""finished"",""duration"": ""0:50:00"",""user_ids"": [6,5,8,9],""label_id"": """",""sticker_id"": """",""exp_date"": """",""best_by_date"": """",""lot_date_placement"": """",""labels_pulled_from_inventory"": """",""labels_used"": """",""labels_returned"": """",""labels_destroyed"": """"}, {""process_name"": ""package"",""start_datetime"": ""2022-10-24 13:00:00"",""end_datetime"": ""2022-10-24 13:50:00"",""end_reason"": ""finished"",""duration"": ""0:50:00"",""user_ids"": [6,5,8,9],""individual_packaging_components"": []},{""process_name"": ""palletize"",""start_datetime"": ""2022-10-24 13:00:00"",""end_datetime"": ""2022-10-24 13:50:00"",""end_reason"": ""finished"",""duration"": ""0:50:00"",""user_ids"": [6,5,8,9],""shipping_stickers"": 0,""box_id"": """",""new_box"": 1,""used_box"": 0,""pack_count"": """",""pallet_height"": """",""boxes_per_pallet"": """"} ], ""qc"": [{""test_type"": ""microbiological"",""lab_id"":"""",""required_spec"": 1,""date_sample_sent"":""2022-10-12"",""date_results_recived"":""2022-10-17"",""file_pointer"": """",""tests"": {""total_plate_count"": {""required_spec"": 1,""method"": ""USP <2021>"",""count"": 930000,""units"": ""cfu/g"",""less_than"": 0},""coliform_count"": {""required_spec"": 1,""method"": ""AOAC 991.14"",""summary"":"""",""count"": 5000,""units"": ""cfu/g"",""less_than"": 0}},""escherichia_coli_count"": {""required_spec"": 1,""method"": ""USP <2022>"",""summary"":""Absent"",""count"": 0,""units"": ""cfu/10g"",""less_than"": 0},""staphylococcus_count"": {""required_spec"": 1,""method"": ""USP <2022>"",""summary"":""Absent"",""count"": 0,""units"": ""cfu/10g"",""less_than"": 0},""salmonella_count"": {""required_spec"": 1,""method"": ""USP <2022>"",""summary"":""Absent"",""count"": 0,""units"": ""cfu/10g"",""less_than"": 0},""yeast_count"": {""required_spec"": 1,""method"": ""USP <2021>"",""summary"":""None Detected"",""count"": 0,""units"": ""cfu/g"",""less_than"": 0},""mold_count"": {""required_spec"": 1,""method"": ""USP <2021>"",""summary"":"""",""count"": ""400"",""units"": ""cfu/g"",""less_than"": 0}}, {""test_type"":""organoleptic"",""date_sample_sent"":""2022-10-22"",""date_results_recived"":""2022-10-22"",""qc_member_id"":1,""tests"":{""visual"":{""standard"":""Green"",""sample_status"":""pass"",""notes"":""""}, ""odor"":{""standard"":""Herbal"",""sample_status"":""pass"",""notes"":""""} , ""dry_taste"":{""standard"":""Sweet Herbal"",""sample_status"":""pass"",""notes"":""""} , ""dissolved_taste"":{""standard"":""Sweet Herbal"",""sample_status"":""pass"",""notes"":""""}  , ""texture"":{""standard"":""Fine"",""sample_status"":""pass"",""notes"":""""} }}]}",1,1,NULL,NULL
,22,09,134,,83,121,400,405,NULL,NULL,"{""_id"": ""2209134"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,09,135,,92,122,1000,NULL,NULL,NULL,"{""_id"": ""2209135"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,09,136,,14,123,1000,NULL,NULL,NULL,"{""_id"": ""2209136"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,09,137,,15,124,1000,NULL,NULL,NULL,"{""_id"": ""2209137"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,138,,70,119,NULL,NULL,NULL,NULL,"{""_id"": ""2210138"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,139,,73,125,1000,NULL,NULL,NULL,"{""_id"": ""2210139"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,140,,44,126,NULL,NULL,NULL,NULL,"{""_id"": ""2210140"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,141,,50,127,1000,NULL,NULL,NULL,"{""_id"": ""2210141"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,142,,51,128,1000,NULL,NULL,NULL,"{""_id"": ""2210142"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,143,,56,129,631,NULL,NULL,NULL,"{""_id"": ""2210143"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,144,,56,129,631,NULL,NULL,NULL,"{""_id"": ""2210144"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,145,,56,129,631,NULL,NULL,NULL,"{""_id"": ""2210145"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,146,,56,129,631,NULL,NULL,NULL,"{""_id"": ""2210146"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,147,,56,129,631,NULL,NULL,NULL,"{""_id"": ""2210147"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,148,,56,129,631,NULL,NULL,NULL,"{""_id"": ""2210148"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,149,,56,129,631,NULL,NULL,NULL,"{""_id"": ""2210149"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,150,,56,129,500,NULL,NULL,NULL,"{""_id"": ""2210150"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,151,,72,130,750,NULL,NULL,NULL,"{""_id"": ""2210151"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,152,,83,131,835,NULL,NULL,NULL,"{""_id"": ""2210152"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,153,,83,131,835,NULL,NULL,NULL,"{""_id"": ""2210153"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,154,,83,131,835,NULL,NULL,NULL,"{""_id"": ""2210154"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,155,,83,131,835,NULL,NULL,NULL,"{""_id"": ""2210155"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,156,,83,131,835,NULL,NULL,NULL,"{""_id"": ""2210156"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,157,,83,131,775,NULL,NULL,NULL,"{""_id"": ""2210157"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,158,,68,132,1000,NULL,NULL,NULL,"{""_id"": ""2210158"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,159,,90,133,NULL,NULL,NULL,NULL,"{""_id"": ""2210159"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,160,,111,134,3000,NULL,NULL,NULL,"{""_id"": ""2210160"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,161,,107,135,2500,NULL,NULL,NULL,"{""_id"": ""2210161"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,162,,97,136,NULL,NULL,NULL,NULL,"{""_id"": ""2210162"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,163,,30,139,17310,NULL,NULL,NULL,"{""_id"": ""2210163"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,10,164,,28,140,NULL,NULL,NULL,NULL,"{""_id"": ""2210164"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,11,165,,85,137,800,NULL,NULL,NULL,"{""_id"": ""2211165"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,11,166,,91,138,1000,NULL,NULL,NULL,"{""_id"": ""2211166"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,11,167,,88,141,2000,NULL,NULL,NULL,"{""_id"": ""2211167"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,11,168,,99,142,500,NULL,NULL,NULL,"{""_id"": ""2211168"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,11,169,,108,143,3000,NULL,NULL,NULL,"{""_id"": ""2211169"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,11,170,,104,144,150,NULL,NULL,NULL,"{""_id"": ""2211170"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,171,,96,146,363,NULL,NULL,NULL,"{""_id"": ""2212171"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,172,,80,147,670,NULL,NULL,NULL,"{""_id"": ""2212172"", ""production"": [], ""lab_results"": []}",0,0,NULL,NULL
,22,12,173,,80,147,670,NULL,NULL,NULL,"{""_id"": ""2212173"", ""production"": [], ""lab_results"": []}",0,0,NULL,NULL
,22,12,174,,80,147,670,NULL,NULL,NULL,"{""_id"": ""2212174"", ""production"": [], ""lab_results"": []}",0,0,NULL,NULL
,22,12,175,,75,148,302,NULL,NULL,NULL,"{""_id"": ""2212175"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,176,,75,148,302,NULL,NULL,NULL,"{""_id"": ""2212176"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,177,,75,148,302,NULL,NULL,NULL,"{""_id"": ""2212177"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,178,,75,148,302,NULL,NULL,NULL,"{""_id"": ""2212178"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,179,,75,148,302,NULL,NULL,NULL,"{""_id"": ""2212179"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,180,,82,149,302,NULL,NULL,NULL,"{""_id"": ""2212180"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,181,,82,149,302,NULL,NULL,NULL,"{""_id"": ""2212181"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,182,,82,149,302,NULL,NULL,NULL,"{""_id"": ""2212182"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,183,,82,149,302,NULL,NULL,NULL,"{""_id"": ""2212183"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,184,,82,149,302,NULL,NULL,NULL,"{""_id"": ""2212184"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,185,,107,32,2500,NULL,NULL,NULL,"{""_id"": ""2212185"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,186,,98,150,125,NULL,NULL,NULL,"{""_id"": ""2212186"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,187,,105,151,267,NULL,NULL,NULL,"{""_id"": ""2212187"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,188,,29,152,275,NULL,NULL,NULL,"{""_id"": ""2212188"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,189,,31,153,1100,NULL,NULL,NULL,"{""_id"": ""2212189"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,190,,9,154,1000,NULL,NULL,NULL,"{""_id"": ""2212190"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,22,12,191,,9,154,1000,NULL,NULL,NULL,"{""_id"": ""2212191"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,23,01,001,,19,156,564,NULL,NULL,NULL,"{""_id"": ""2301001"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,23,01,002,,19,156,693,NULL,NULL,NULL,"{""_id"": ""2301002"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,23,01,003,,19,156,851,NULL,NULL,NULL,"{""_id"": ""2301003"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,23,01,004,,33,157,NULL,NULL,NULL,NULL,"{""_id"": ""2301004"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,23,01,005,,28,158,NULL,NULL,NULL,NULL,"{""_id"": ""2301005"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,23,01,006,,30,159,NULL,NULL,NULL,NULL,"{""_id"": ""2301006"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,23,01,007,,26,160,1000,NULL,NULL,NULL,"{""_id"": ""2301007"", ""production"": [], ""lab_results"": []}",0,0,NULL,NULL
,23,01,008,,11,161,1000,NULL,NULL,NULL,"{""_id"": ""2302009"", ""production"": [], ""lab_results"": []}",0,0,NULL,NULL
,23,02,009,,38,162,1333,NULL,NULL,NULL,"{""_id"": ""2302009"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,23,02,010,,29,164,430,NULL,NULL,NULL,"{""_id"": ""2302010"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,23,02,011,,31,163,1370,NULL,NULL,NULL,"{""_id"": ""2302011"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
,23,02,012,,35,155,1333,NULL,NULL,NULL,"{""_id"": ""2302012"", ""production"": [], ""lab_results"": []}",1,1,NULL,NULL
